Aug 29 07:46:03.340971 np0000032626 systemd[1]: Started Devstack devstack@memory_tracker.service.
Aug 29 07:46:03.347952 np0000032626 memory_tracker.sh[45836]: [[[
Aug 29 07:46:03.348962 np0000032626 memory_tracker.sh[45849]: Fri Aug 29 07:46:03 UTC 2025
Aug 29 07:46:03.349051 np0000032626 memory_tracker.sh[45836]: ---
Aug 29 07:46:03.395617 np0000032626 memory_tracker.sh[45853]: [iscsid (pid:34827)]=13400KB; [multipathd (pid:339)]=289296KB; [ovs-vswitchd (pid:30608)]=899432KB
Aug 29 07:46:03.400830 np0000032626 memory_tracker.sh[45836]: ]]]
Aug 29 07:46:23.405678 np0000032626 memory_tracker.sh[45836]: [[[
Aug 29 07:46:23.406347 np0000032626 memory_tracker.sh[50434]: Fri Aug 29 07:46:23 UTC 2025
Aug 29 07:46:23.406506 np0000032626 memory_tracker.sh[45836]: ---
Aug 29 07:46:23.406506 np0000032626 memory_tracker.sh[45836]: memory_tracker low_point: 10344940
Aug 29 07:46:23.406506 np0000032626 memory_tracker.sh[45836]: ---
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: MemTotal:       12242252 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: MemFree:          273680 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: MemAvailable:   10344440 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Buffers:          294212 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Cached:          9554368 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: SwapCached:           24 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Active:           974360 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Inactive:        9840576 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Active(anon):       1776 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Inactive(anon):  1136776 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Active(file):     972584 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Inactive(file):  8703800 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Unevictable:      141896 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Mlocked:          141896 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: SwapTotal:       8388604 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: SwapFree:        8387044 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Dirty:              6356 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Writeback:             0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: AnonPages:       1108280 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Mapped:           196876 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Shmem:            155148 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: KReclaimable:     719808 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Slab:             836252 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: SReclaimable:     719808 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: SUnreclaim:       116444 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: KernelStack:        8064 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: PageTables:        10236 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: NFS_Unstable:          0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Bounce:                0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: WritebackTmp:          0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: CommitLimit:    14509728 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Committed_AS:    2938092 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: VmallocTotal:   13743895347199 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: VmallocUsed:       23568 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: VmallocChunk:          0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Percpu:             4864 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: HardwareCorrupted:     0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: AnonHugePages:         0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: ShmemHugePages:        0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: ShmemPmdMapped:        0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: FileHugePages:         0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: FilePmdMapped:         0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: HugePages_Total:       0
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: HugePages_Free:        0
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: HugePages_Rsvd:        0
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: HugePages_Surp:        0
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Hugepagesize:       2048 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: Hugetlb:               0 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: DirectMap4k:      280428 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: DirectMap2M:    10205184 kB
Aug 29 07:46:23.407038 np0000032626 memory_tracker.sh[50435]: DirectMap1G:     4194304 kB
Aug 29 07:46:23.409096 np0000032626 memory_tracker.sh[45836]: ---
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:        PID   %MEM             RSS       PPID       TIME     NLWP WCHAN                     COMMAND
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:      45269    3.3          413220          1   00:00:01       40 do_poll.constprop.0       /usr/sbin/mysqld
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:      48225    1.0          131560      48224   00:00:03        2 do_poll.constprop.0       keystoneuWSGI worker 1
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:      48226    1.0          130028      48224   00:00:03        2 ep_poll                   keystoneuWSGI worker 2
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:      20905    1.0          127772          1   00:00:02       32 do_select                 /usr/lib/erlang/erts-12.2.1/bin/beam.smp -W w -MBas ageffcbf -MHas ageffcbf -MBlmbcs 512 -MHlmbcs 512 -MMmcs 30 -P 1048576 -t 5000000 -stbt db -zdbbl 128000 -sbwt none -sbwtdcpu none -sbwtdio none -- -root /usr/lib/erlang -progname erl -- -home /var/lib/rabbitmq -- -pa  -noshell -noinput -s rabbit boot -boot start_sasl -syslog logger [] -syslog syslog_error_logger false -kernel prevent_overlapping_partitions false
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:      30608    0.9          112848          1   00:00:00       13 do_poll.constprop.0       ovs-vswitchd unix:/var/run/openvswitch/db.sock -vconsole:emer -vsyslog:err -vfile:info --mlockall --no-chdir --log-file=/var/log/openvswitch/ovs-vswitchd.log --pidfile=/var/run/openvswitch/ovs-vswitchd.pid --detach
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:      44586    0.7           87208          1   00:00:01        1 wait_woken                /opt/stack/data/venv/bin/python3 /opt/stack/devstack/files/openstack-cli-server/openstack-cli-server
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:      10955    0.3           47640          1   00:00:00        1 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:      10957    0.3           38800      10955   00:00:00        8 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Aug 29 07:46:23.416386 np0000032626 memory_tracker.sh[50437]:        339    0.2           26840          1   00:00:00        7 futex_wait_queue_me       /sbin/multipathd -d -s
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:      43719    0.2           25168          1   00:00:00        1 ep_poll                   /usr/sbin/smbd --foreground --no-process-group
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:       2193    0.1           24156       2192   00:00:00        2 do_wait                   /usr/bin/python3
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:      39042    0.1           23632          1   00:00:00       19 do_poll.constprop.0       /usr/sbin/libvirtd
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:      46816    0.1           23388          1   00:00:00       13 futex_wait_queue_me       /opt/stack/bin/etcd --name np0000032626 --data-dir /opt/stack/data/etcd --initial-cluster-state new --initial-cluster-token etcd-cluster-01 --initial-cluster np0000032626=http://192.168.1.112:2380 --initial-advertise-peer-urls http://192.168.1.112:2380 --advertise-client-urls http://192.168.1.112:2379 --listen-peer-urls http://0.0.0.0:2380 --listen-client-urls http://192.168.1.112:2379 --log-level=debug
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:      19955    0.1           20180          1   00:00:00        1 ep_poll                   /lib/systemd/systemd-journald
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:        955    0.1           20168          1   00:00:00        3 do_poll.constprop.0       /usr/libexec/packagekitd
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:      43723    0.1           19932      43719   00:00:00        1 ep_poll                   /usr/lib/x86_64-linux-gnu/samba/samba-bgqd --ready-signal-fd=45 --parent-watch-fd=11 --debuglevel=0 -F
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:        485    0.1           18920          1   00:00:00        1 do_poll.constprop.0       /usr/bin/python3 /usr/bin/networkd-dispatcher --run-startup-triggers
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:       1163    0.1           18652          1   00:01:09        2 inet_csk_accept           /usr/bin/python3
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:      48224    0.1           17036          1   00:00:00        1 ep_poll                   keystoneuWSGI master
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:        581    0.1           15728          1   00:00:00        1 ep_poll                   /usr/sbin/unbound -d -p
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:      43709    0.1           15432          1   00:00:00        1 ep_poll                   /usr/sbin/nmbd --foreground --no-process-group
Aug 29 07:46:23.416713 np0000032626 memory_tracker.sh[50437]:      39074    0.1           14200          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlogd
Aug 29 07:46:23.416931 np0000032626 memory_tracker.sh[50437]:        573    0.1           13420          1   00:00:00        1 ep_poll                   /lib/systemd/systemd-resolved
Aug 29 07:46:23.416931 np0000032626 memory_tracker.sh[50437]:          1    0.1           13332          0   00:00:12        1 ep_poll                   /sbin/init nofb
Aug 29 07:46:23.416931 np0000032626 memory_tracker.sh[50437]:      34827    0.1           13032          1   00:00:00        1 do_poll.constprop.0       /sbin/iscsid
Aug 29 07:46:23.416931 np0000032626 memory_tracker.sh[50437]:       2196    0.0           12056       2194   00:00:02        1 pipe_read                 bash ./stack.sh
Aug 29 07:46:23.416931 np0000032626 memory_tracker.sh[50437]:      48617    0.0           11480          1   00:00:00       10 ep_poll                   /usr/bin/memcached -m 64 -p 11211 -u memcache -l 127.0.0.1 -P /var/run/memcached/memcached.pid
Aug 29 07:46:23.416931 np0000032626 memory_tracker.sh[50437]:       4513    0.0           11016       4507   00:00:00        1 pipe_read                 /usr/bin/python3.10 /opt/stack/devstack/tools/outfilter.py -o /opt/stack/logs/devstacklog.txt.2025-08-29-074150.summary.2025-08-29-074150
